94;133SJB0019;23;2022-01-19;5650;PT Sejahtera Bersama;SB001
95;133CHI0019;23;2022-01-19;5550;PT Cahaya Indah;CI001
96;133MJY0020;23;2022-01-20;5550;PT Maju Jaya;MJ001
97;133SAB0020;23;2022-01-20;5600;PT Sentosa Abadi;SA001
98;133BRM0020;23;2022-01-20;5650;PT Berkah Makmur;BM001
99;133SJB0020;23;2022-01-20;5700;PT Sejahtera Bersama;SB001
100;133CHI0020;23;2022-01-20;5600;PT Cahaya Indah;CI001
101;133MJY0021;23;2022-01-21;5100;PT Maju Jaya;MJ001
102;133SAB0021;23;2022-01-21;5150;PT Sentosa Abadi;SA001
103;133BRM0021;23;2022-01-21;5200;PT Berkah Makmur;BM001
104;133SJB0021;23;2022-01-21;5250;PT Sejahtera Bersama;SB001
105;133CHI0021;23;2022-01-21;5150;PT Cahaya Indah;CI001
106;133MJY0022;23;2022-01-22;5150;PT Maju Jaya;MJ001
107;133SAB0022;23;2022-01-22;5200;PT Sentosa Abadi;SA001
108;133BRM0022;23;2022-01-22;5250;PT Berkah Makmur;BM001
109;133SJB0022;23;2022-01-22;5300;PT Sejahtera Bersama;SB001
110;133CHI0022;23;2022-01-22;5200;PT Cahaya Indah;CI001
111;133MJY0023;23;2022-01-23;5200;PT Maju Jaya;MJ001
112;133SAB0023;23;2022-01-23;5250;PT Sentosa Abadi;SA001
113;133BRM0023;23;2022-01-23;5300;PT Berkah Makmur;BM001
114;133SJB0023;23;2022-01-23;5350;PT Sejahtera Bersama;SB001
115;133CHI0023;23;2022-01-23;5250;PT Cahaya Indah;CI001
116;133MJY0024;23;2022-01-24;5250;PT Maju Jaya;MJ001
117;133SAB0024;23;2022-01-24;5300;PT Sentosa Abadi;SA001
118;133BRM0024;23;2022-01-24;5350;PT Berkah Makmur;BM001
119;133SJB0024;23;2022-01-24;5400;PT Sejahtera Bersama;SB001
120;133CHI0024;23;2022-01-24;5300;PT Cahaya Indah;CI001
121;133MJY0025;23;2022-01-25;5300;PT Maju Jaya;MJ001
122;133SAB0025;23;2022-01-25;5350;PT Sentosa Abadi;SA001
123;133BRM0025;23;2022-01-25;5400;PT Berkah Makmur;BM001
124;133SJB0025;23;2022-01-25;5450;PT Sejahtera Bersama;SB001
125;133CHI0025;23;2022-01-25;5350;PT Cahaya Indah;CI001
126;133MJY0026;23;2022-01-26;5350;PT Maju Jaya;MJ001
127;133SAB0026;23;2022-01-26;5400;PT Sentosa Abadi;SA001
128;133BRM0026;23;2022-01-26;5450;PT Berkah Makmur;BM001
129;133SJB0026;23;2022-01-26;5500;PT Sejahtera Bersama;SB001
130;133CHI0026;23;2022-01-26;5400;PT Cahaya Indah;CI001
131;133MJY0027;23;2022-01-27;5400;PT Maju Jaya;MJ001
132;133SAB0027;23;2022-01-27;5450;PT Sentosa Abadi;SA001
133;133BRM0027;23;2022-01-27;5500;PT Berkah Makmur;BM001
134;133SJB0027;23;2022-01-27;5550;PT Sejahtera Bersama;SB001
135;133CHI0027;23;2022-01-27;5450;PT Cahaya Indah;CI001
136;133MJY0028;23;2022-01-28;5450;PT Maju Jaya;MJ001
137;133SAB0028;23;2022-01-28;5500;PT Sentosa Abadi;SA001
138;133BRM0028;23;2022-01-28;5550;PT Berkah Makmur;BM001
139;133SJB0028;23;2022-01-28;5600;PT Sejahtera Bersama;SB001
140;133CHI0028;23;2022-01-28;5500;PT Cahaya Indah;CI001
141;133MJY0029;23;2022-01-29;5500;PT Maju Jaya;MJ001
142;133SAB0029;23;2022-01-29;5550;PT Sentosa Abadi;SA001
143;133BRM0029;23;2022-01-29;5600;PT Berkah Makmur;BM001
144;133SJB0029;23;2022-01-29;5650;PT Sejahtera Bersama;SB001
145;133CHI0029;23;2022-01-29;5550;PT Cahaya Indah;CI001
146;133MJY0030;23;2022-01-30;5550;PT Maju Jaya;MJ001
147;133SAB0030;23;2022-01-30;5600;PT Sentosa Abadi;SA001
148;133BRM0030;23;2022-01-30;5650;PT Berkah Makmur;BM001
149;133SJB0030;23;2022-01-30;5700;PT Sejahtera Bersama;SB001
150;133CHI0030;23;2022-01-30;5600;PT Cahaya Indah;CI001
151;133MJY0031;23;2022-01-31;5600;PT Maju Jaya;MJ001
152;133SAB0031;23;2022-01-31;5650;PT Sentosa Abadi;SA001
153;133BRM0031;23;2022-01-31;5700;PT Berkah Makmur;BM001
154;133SJB0031;23;2022-01-31;5750;PT Sejahtera Bersama;SB001
155;133CHI0031;23;2022-01-31;5650;PT Cahaya Indah;CI001
156;133MJY0032;23;2022-02-01;4500;PT Maju Jaya;MJ001
157;133SAB0032;23;2022-02-01;4600;PT Sentosa Abadi;SA001
158;133BRM0032;23;2022-02-01;4650;PT Berkah Makmur;BM001
159;133SJB0032;23;2022-02-01;4700;PT Sejahtera Bersama;SB001
160;133CHI0032;23;2022-02-01;4600;PT Cahaya Indah;CI001
161;133MJY0033;23;2022-02-02;4600;PT Maju Jaya;MJ001
162;133SAB0033;23;2022-02-02;4650;PT Sentosa Abadi;SA001
163;133BRM0033;23;2022-02-02;4700;PT Berkah Makmur;BM001
164;133SJB0033;23;2022-02-02;4750;PT Sejahtera Bersama;SB001
165;133CHI0033;23;2022-02-02;4650;PT Cahaya Indah;CI001
166;133MJY0034;23;2022-02-03;4650;PT Maju Jaya;MJ001
167;133SAB0034;23;2022-02-03;4700;PT Sentosa Abadi;SA001
168;133BRM0034;23;2022-02-03;4750;PT Berkah Makmur;BM001
169;133SJB0034;23;2022-02-03;4800;PT Sejahtera Bersama;SB001
170;133CHI0034;23;2022-02-03;4700;PT Cahaya Indah;CI001
171;133MJY0035;23;2022-02-04;4700;PT Maju Jaya;MJ001
172;133SAB0035;23;2022-02-04;4750;PT Sentosa Abadi;SA001
173;133BRM0035;23;2022-02-04;4800;PT Berkah Makmur;BM001
174;133SJB0035;23;2022-02-04;4850;PT Sejahtera Bersama;SB001
175;133CHI0035;23;2022-02-04;4750;PT Cahaya Indah;CI001
176;133MJY0036;23;2022-02-05;4750;PT Maju Jaya;MJ001
177;133SAB0036;23;2022-02-05;4800;PT Sentosa Abadi;SA001
178;133BRM0036;23;2022-02-05;4850;PT Berkah Makmur;BM001
179;133SJB0036;23;2022-02-05;4900;PT Sejahtera Bersama;SB001
180;133CHI0036;23;2022-02-05;4800;PT Cahaya Indah;CI001
181;133MJY0037;23;2022-02-06;4800;PT Maju Jaya;MJ001
182;133SAB0037;23;2022-02-06;4850;PT Sentosa Abadi;SA001
183;133BRM0037;23;2022-02-06;4900;PT Berkah Makmur;BM001
184;133SJB0037;23;2022-02-06;4950;PT Sejahtera Bersama;SB001
185;133CHI0037;23;2022-02-06;4850;PT Cahaya Indah;CI001
186;133MJY0038;23;2022-02-07;4850;PT Maju Jaya;MJ001
187;133SAB0038;23;2022-02-07;4900;PT Sentosa Abadi;SA001
188;133BRM0038;23;2022-02-07;4950;PT Berkah Makmur;BM001
189;133SJB0038;23;2022-02-07;5000;PT Sejahtera Bersama;SB001
190;133CHI0038;23;2022-02-07;4900;PT Cahaya Indah;CI001
191;133MJY0039;23;2022-02-08;4900;PT Maju Jaya;MJ001
192;133SAB0039;23;2022-02-08;4950;PT Sentosa Abadi;SA001
193;133BRM0039;23;2022-02-08;5000;PT Berkah Makmur;BM001
194;133SJB0039;23;2022-02-08;5050;PT Sejahtera Bersama;SB001
195;133CHI0039;23;2022-02-08;4950;PT Cahaya Indah;CI001
196;133MJY0040;23;2022-02-09;4950;PT Maju Jaya;MJ001
197;133SAB0040;23;2022-02-09;5000;PT Sentosa Abadi;SA001
198;133BRM0040;23;2022-02-09;5050;PT Berkah Makmur;BM001
199;133SJB0040;23;2022-02-09;5100;PT Sejahtera Bersama;SB001
200;133CHI0040;23;2022-02-09;5000;PT Cahaya Indah;CI001
201;133MJY0041;23;2022-02-10;5000;PT Maju Jaya;MJ001
202;133SAB0041;23;2022-02-10;5050;PT Sentosa Abadi;SA001
203;133BRM0041;23;2022-02-10;5100;PT Berkah Makmur;BM001
204;133SJB0041;23;2022-02-10;5150;PT Sejahtera Bersama;SB001
205;133CHI0041;23;2022-02-10;5050;PT Cahaya Indah;CI001
206;133MJY0042;23;2022-02-11;5100;PT Maju Jaya;MJ001
207;133SAB0042;23;2022-02-11;5150;PT Sentosa Abadi;SA001
208;133BRM0042;23;2022-02-11;5200;PT Berkah Makmur;BM001
209;133SJB0042;23;2022-02-11;5250;PT Sejahtera Bersama;SB001
210;133CHI0042;23;2022-02-11;5150;PT Cahaya Indah;CI001
211;133MJY0043;23;2022-02-12;5150;PT Maju Jaya;MJ001
212;133SAB0043;23;2022-02-12;5200;PT Sentosa Abadi;SA001
213;133BRM0043;23;2022-02-12;5250;PT Berkah Makmur;BM001
214;133SJB0043;23;2022-02-12;5300;PT Sejahtera Bersama;SB001
215;133CHI0043;23;2022-02-12;5200;PT Cahaya Indah;CI001
216;133MJY0044;23;2022-02-13;5200;PT Maju Jaya;MJ001
217;133SAB0044;23;2022-02-13;5250;PT Sentosa Abadi;SA001
218;133BRM0044;23;2022-02-13;5300;PT Berkah Makmur;BM001
219;133SJB0044;23;2022-02-13;5350;PT Sejahtera Bersama;SB001
220;133CHI0044;23;2022-02-13;5250;PT Cahaya Indah;CI001
221;133MJY0045;23;2022-02-14;5250;PT Maju Jaya;MJ001
222;133SAB0045;23;2022-02-14;5300;PT Sentosa Abadi;SA001
223;133BRM0045;23;2022-02-14;5350;PT Berkah Makmur;BM001
224;133SJB0045;23;2022-02-14;5400;PT Sejahtera Bersama;SB001
225;133CHI0045;23;2022-02-14;5300;PT Cahaya Indah;CI001
226;133MJY0046;23;2022-02-15;5300;PT Maju Jaya;MJ001
227;133SAB0046;23;2022-02-15;5350;PT Sentosa Abadi;SA001
228;133BRM0046;23;2022-02-15;5400;PT Berkah Makmur;BM001
229;133SJB0046;23;2022-02-15;5450;PT Sejahtera Bersama;SB001
230;133CHI0046;23;2022-02-15;5350;PT Cahaya Indah;CI001
231;133MJY0047;23;2022-02-16;5350;PT Maju Jaya;MJ001
232;133SAB0047;23;2022-02-16;5400;PT Sentosa Abadi;SA001
233;133BRM0047;23;2022-02-16;5450;PT Berkah Makmur;BM001
234;133SJB0047;23;2022-02-16;5500;PT Sejahtera Bersama;SB001
235;133CHI0047;23;2022-02-16;5400;PT Cahaya Indah;CI001
236;133MJY0048;23;2022-02-17;5400;PT Maju Jaya;MJ001
237;133SAB0048;23;2022-02-17;5450;PT Sentosa Abadi;SA001
238;133BRM0048;23;2022-02-17;5500;PT Berkah Makmur;BM001
239;133SJB0048;23;2022-02-17;5550;PT Sejahtera Bersama;SB001
240;133CHI0048;23;2022-02-17;5450;PT Cahaya Indah;CI001
241;133MJY0049;23;2022-02-18;5450;PT Maju Jaya;MJ001
242;133SAB0049;23;2022-02-18;5500;PT Sentosa Abadi;SA001
243;133BRM0049;23;2022-02-18;5550;PT Berkah Makmur;BM001
244;133SJB0049;23;2022-02-18;5600;PT Sejahtera Bersama;SB001
245;133CHI0049;23;2022-02-18;5500;PT Cahaya Indah;CI001
246;133MJY0050;23;2022-02-19;5500;PT Maju Jaya;MJ001
247;133SAB0050;23;2022-02-19;5550;PT Sentosa Abadi;SA001
248;133BRM0050;23;2022-02-19;5600;PT Berkah Makmur;BM001
249;133SJB0050;23;2022-02-19;5650;PT Sejahtera Bersama;SB001
250;133CHI0050;23;2022-02-19;5550;PT Cahaya Indah;CI001
251;133MJY0051;23;2022-02-20;5550;PT Maju Jaya;MJ001
252;133SAB0051;23;2022-02-20;5600;PT Sentosa Abadi;SA001
253;133BRM0051;23;2022-02-20;5650;PT Berkah Makmur;BM001
254;133SJB0051;23;2022-02-20;5700;PT Sejahtera Bersama;SB001
255;133CHI0051;23;2022-02-20;5600;PT Cahaya Indah;CI001
256;133MJY0052;23;2022-02-21;5100;PT Maju Jaya;MJ001
257;133SAB0052;23;2022-02-21;5150;PT Sentosa Abadi;SA001
258;133BRM0052;23;2022-02-21;5200;PT Berkah Makmur;BM001
259;133SJB0052;23;2022-02-21;5250;PT Sejahtera Bersama;SB001
260;133CHI0052;23;2022-02-21;5150;PT Cahaya Indah;CI001
261;133MJY0053;23;2022-02-22;5150;PT Maju Jaya;MJ001
262;133SAB0053;23;2022-02-22;5200;PT Sentosa Abadi;SA001
263;133BRM0053;23;2022-02-22;5250;PT Berkah Makmur;BM001
264;133SJB0053;23;2022-02-22;5300;PT Sejahtera Bersama;SB001
265;133CHI0053;23;2022-02-22;5200;PT Cahaya Indah;CI001
266;133MJY0054;23;2022-02-23;5200;PT Maju Jaya;MJ001
267;133SAB0054;23;2022-02-23;5250;PT Sentosa Abadi;SA001
268;133BRM0054;23;2022-02-23;5300;PT Berkah Makmur;BM001
269;133SJB0054;23;2022-02-23;5350;PT Sejahtera Bersama;SB001
270;133CHI0054;23;2022-02-23;5250;PT Cahaya Indah;CI001
271;133MJY0055;23;2022-02-24;5250;PT Maju Jaya;MJ001
272;133SAB0055;23;2022-02-24;5300;PT Sentosa Abadi;SA001
273;133BRM0055;23;2022-02-24;5350;PT Berkah Makmur;BM001
274;133SJB0055;23;2022-02-24;5400;PT Sejahtera Bersama;SB001
275;133CHI0055;23;2022-02-24;5300;PT Cahaya Indah;CI001
276;133MJY0056;23;2022-02-25;5300;PT Maju Jaya;MJ001
277;133SAB0056;23;2022-02-25;5350;PT Sentosa Abadi;SA001
278;133BRM0056;23;2022-02-25;5400;PT Berkah Makmur;BM001
279;133SJB0056;23;2022-02-25;5450;PT Sejahtera Bersama;SB001
280;133CHI0056;23;2022-02-25;5350;PT Cahaya Indah;CI001
281;133MJY0057;23;2022-02-26;5350;PT Maju Jaya;MJ001
282;133SAB0057;23;2022-02-26;5400;PT Sentosa Abadi;SA001
283;133BRM0057;23;2022-02-26;5450;PT Berkah Makmur;BM001
284;133SJB0057;23;2022-02-26;5500;PT Sejahtera Bersama;SB001
285;133CHI0057;23;2022-02-26;5400;PT Cahaya Indah;CI001
286;133MJY0058;23;2022-02-27;5400;PT Maju Jaya;MJ001
287;133SAB0058;23;2022-02-27;5450;PT Sentosa Abadi;SA001
288;133BRM0058;23;2022-02-27;5500;PT Berkah Makmur;BM001
289;133SJB0058;23;2022-02-27;5550;PT Sejahtera Bersama;SB001
290;133CHI0058;23;2022-02-27;5450;PT Cahaya Indah;CI001
291;133MJY0059;23;2022-02-28;5450;PT Maju Jaya;MJ001
292;133SAB0059;23;2022-02-28;5500;PT Sentosa Abadi;SA001
293;133BRM0059;23;2022-02-28;5550;PT Berkah Makmur;BM001
294;133SJB0059;23;2022-02-28;5600;PT Sejahtera Bersama;SB001
295;133CHI0059;23;2022-02-28;5500;PT Cahaya Indah;CI001
296;133MJY0032;23;2022-03-01;6010;PT Maju Jaya;MJ001
297;133SAB0032;23;2022-03-01;4725;PT Sentosa Abadi;SA001
298;133BRM0032;23;2022-03-01;5190;PT Berkah Makmur;BM001
299;133SJB0032;23;2022-03-01;5505;PT Sejahtera Bersama;SB001
300;133CHI0032;23;2022-03-01;5870;PT Cahaya Indah;CI001
301;133MJY0033;23;2022-03-02;5785;PT Maju Jaya;MJ001
302;133SAB0033;23;2022-03-02;7045;PT Sentosa Abadi;SA001
303;133BRM0033;23;2022-03-02;4830;PT Berkah Makmur;BM001
304;133SJB0033;23;2022-03-02;6430;PT Sejahtera Bersama;SB001
305;133CHI0033;23;2022-03-02;5095;PT Cahaya Indah;CI001
306;133MJY0034;23;2022-03-03;4745;PT Maju Jaya;MJ001
307;133SAB0034;23;2022-03-03;5910;PT Sentosa Abadi;SA001
308;133BRM0034;23;2022-03-03;6655;PT Berkah Makmur;BM001
309;133SJB0034;23;2022-03-03;5620;PT Sejahtera Bersama;SB001
310;133CHI0034;23;2022-03-03;6795;PT Cahaya Indah;CI001
311;133MJY0035;23;2022-03-04;6775;PT Maju Jaya;MJ001
312;133SAB0035;23;2022-03-04;5265;PT Sentosa Abadi;SA001
313;133BRM0035;23;2022-03-04;7100;PT Berkah Makmur;BM001
314;133SJB0035;23;2022-03-04;5845;PT Sejahtera Bersama;SB001
315;133CHI0035;23;2022-03-04;5355;PT Cahaya Indah;CI001
316;133MJY0036;23;2022-03-05;6965;PT Maju Jaya;MJ001
317;133SAB0036;23;2022-03-05;5505;PT Sentosa Abadi;SA001
318;133BRM0036;23;2022-03-05;5035;PT Berkah Makmur;BM001
319;133SJB0036;23;2022-03-05;6205;PT Sejahtera Bersama;SB001
320;133CHI0036;23;2022-03-05;5450;PT Cahaya Indah;CI001
321;133MJY0037;23;2022-03-06;5145;PT Maju Jaya;MJ001
322;133SAB0037;23;2022-03-06;5875;PT Sentosa Abadi;SA001
323;133BRM0037;23;2022-03-06;6185;PT Berkah Makmur;BM001
324;133SJB0037;23;2022-03-06;7040;PT Sejahtera Bersama;SB001
325;133CHI0037;23;2022-03-06;6895;PT Cahaya Indah;CI001
326;133MJY0038;23;2022-03-07;5640;PT Maju Jaya;MJ001
327;133SAB0038;23;2022-03-07;4795;PT Sentosa Abadi;SA001
328;133BRM0038;23;2022-03-07;6410;PT Berkah Makmur;BM001
329;133SJB0038;23;2022-03-07;5835;PT Sejahtera Bersama;SB001
330;133CHI0038;23;2022-03-07;6625;PT Cahaya Indah;CI001
331;133MJY0039;23;2022-03-08;7210;PT Maju Jaya;MJ001
332;133SAB0039;23;2022-03-08;6700;PT Sentosa Abadi;SA001
333;133BRM0039;23;2022-03-08;4775;PT Berkah Makmur;BM001
334;133SJB0039;23;2022-03-08;7065;PT Sejahtera Bersama;SB001
335;133CHI0039;23;2022-03-08;5850;PT Cahaya Indah;CI001
336;133MJY0040;23;2022-03-09;5115;PT Maju Jaya;MJ001
337;133SAB0040;23;2022-03-09;6090;PT Sentosa Abadi;SA001
338;133BRM0040;23;2022-03-09;4965;PT Berkah Makmur;BM001
339;133SJB0040;23;2022-03-09;6255;PT Sejahtera Bersama;SB001
340;133CHI0040;23;2022-03-09;6790;PT Cahaya Indah;CI001
341;133MJY0041;23;2022-03-10;5695;PT Maju Jaya;MJ001
342;133SAB0041;23;2022-03-10;7025;PT Sentosa Abadi;SA001
343;133BRM0041;23;2022-03-10;6105;PT Berkah Makmur;BM001
344;133SJB0041;23;2022-03-10;5375;PT Sejahtera Bersama;SB001
345;133CHI0041;23;2022-03-10;5140;PT Cahaya Indah;CI001
346;133MJY0042;23;2022-03-11;4990;PT Maju Jaya;MJ001
347;133SAB0042;23;2022-03-11;5895;PT Sentosa Abadi;SA001
348;133BRM0042;23;2022-03-11;6145;PT Berkah Makmur;BM001
349;133SJB0042;23;2022-03-11;5825;PT Sejahtera Bersama;SB001
350;133CHI0042;23;2022-03-11;7095;PT Cahaya Indah;CI001
351;133MJY0043;23;2022-03-12;6475;PT Maju Jaya;MJ001
352;133SAB0043;23;2022-03-12;4960;PT Sentosa Abadi;SA001
353;133BRM0043;23;2022-03-12;6200;PT Berkah Makmur;BM001
354;133SJB0043;23;2022-03-12;6815;PT Sejahtera Bersama;SB001
355;133CHI0043;23;2022-03-12;5345;PT Cahaya Indah;CI001
356;133MJY0044;23;2022-03-13;5025;PT Maju Jaya;MJ001
357;133SAB0044;23;2022-03-13;6010;PT Sentosa Abadi;SA001
358;133BRM0044;23;2022-03-13;6295;PT Berkah Makmur;BM001
359;133SJB0044;23;2022-03-13;6685;PT Sejahtera Bersama;SB001
360;133CHI0044;23;2022-03-13;5455;PT Cahaya Indah;CI001
361;133MJY0045;23;2022-03-14;6050;PT Maju Jaya;MJ001
362;133SAB0045;23;2022-03-14;6455;PT Sentosa Abadi;SA001
363;133BRM0045;23;2022-03-14;5135;PT Berkah Makmur;BM001
364;133SJB0045;23;2022-03-14;4915;PT Sejahtera Bersama;SB001
365;133CHI0045;23;2022-03-14;5525;PT Cahaya Indah;CI001
366;133MJY0046;23;2022-03-15;5195;PT Maju Jaya;MJ001
367;133SAB0046;23;2022-03-15;5625;PT Sentosa Abadi;SA001
368;133BRM0046;23;2022-03-15;6595;PT Berkah Makmur;BM001
369;133SJB0046;23;2022-03-15;7040;PT Sejahtera Bersama;SB001
370;133CHI0046;23;2022-03-15;4920;PT Cahaya Indah;CI001
371;133MJY0032;23;2022-03-16;5720;PT Maju Jaya;MJ001
372;133SAB0032;23;2022-03-16;6480;PT Sentosa Abadi;SA001
373;133BRM0032;23;2022-03-16;5250;PT Berkah Makmur;BM001
374;133SJB0032;23;2022-03-16;5310;PT Sejahtera Bersama;SB001
375;133CHI0032;23;2022-03-16;4980;PT Cahaya Indah;CI001
376;133MJY0033;23;2022-03-17;6130;PT Maju Jaya;MJ001
377;133SAB0033;23;2022-03-17;6965;PT Sentosa Abadi;SA001
378;133BRM0033;23;2022-03-17;5885;PT Berkah Makmur;BM001
379;133SJB0033;23;2022-03-17;5295;PT Sejahtera Bersama;SB001
380;133CHI0033;23;2022-03-17;5615;PT Cahaya Indah;CI001
381;133MJY0034;23;2022-03-18;6650;PT Maju Jaya;MJ001
382;133SAB0034;23;2022-03-18;5765;PT Sentosa Abadi;SA001
